Source,Target,Type,weight,year
emerge technology,emerge technology,Directed,1,2016
power/thermal management,emerge technology,Directed,1,2016
power consumption,emerge technology,Directed,1,2016
performance,NoC for manycore,Directed,1,2016
emerge technology,NoC for manycore,Directed,1,2016
power/thermal management,NoC for manycore,Directed,1,2016
power consumption,NoC for manycore,Directed,1,2016
performance,reconfiguration,Directed,1,2016
performance,Routing,Directed,1,2016
emerge technology,reconfiguration,Directed,1,2016
emerge technology,Routing,Directed,1,2016
power/thermal management,reconfiguration,Directed,1,2016
power/thermal management,Routing,Directed,1,2016
power consumption,reconfiguration,Directed,1,2016
power consumption,Routing,Directed,1,2016
performance,Design space Exploration,Directed,1,2016
emerge technology,Design space Exploration,Directed,1,2016
power/thermal management,Design space Exploration,Directed,1,2016
power consumption,Design space Exploration,Directed,1,2016
performance,reconfiguration,Directed,1,2016
emerge technology,reconfiguration,Directed,1,2016
power/thermal management,reconfiguration,Directed,1,2016
power consumption,reconfiguration,Directed,1,2016
performance,topology,Directed,1,2016
performance,router design,Directed,1,2016
emerge technology,topology,Directed,1,2016
emerge technology,router design,Directed,1,2016
power/thermal management,topology,Directed,1,2016
power/thermal management,router design,Directed,1,2016
power consumption,topology,Directed,1,2016
power consumption,router design,Directed,1,2016
mapping,emerge technology,Directed,1,2017
mapping,topology,Directed,1,2017
mapping,emerge technology,Directed,1,2017
mapping,emerge technology,Directed,1,2017
mapping,topology,Directed,1,2017
mapping,Routing,Directed,1,2017
mapping,deadlock,Directed,1,2017
mapping,Emulation and Simulation/Simulator,Directed,1,2017
topology,emerge technology,Directed,1,2017
topology,topology,Directed,1,2017
emerge technology,emerge technology,Directed,1,2017
emerge technology,topology,Directed,1,2017
topology,emerge technology,Directed,1,2017
emerge technology,emerge technology,Directed,1,2017
Routing,Routing,Directed,1,2015
Routing,router design,Directed,1,2015
emerge technology,Routing,Directed,1,2015
emerge technology,router design,Directed,1,2015
Routing,emerge technology,Directed,1,2015
emerge technology,emerge technology,Directed,1,2015
Routing,emerge technology,Directed,1,2015
emerge technology,emerge technology,Directed,1,2015
Routing,emerge technology,Directed,1,2015
emerge technology,emerge technology,Directed,1,2015
topology,emerge technology,Directed,1,2015
topology,topology,Directed,1,2015
emerge technology,emerge technology,Directed,1,2015
emerge technology,topology,Directed,1,2015
topology,emerge technology,Directed,1,2015
emerge technology,emerge technology,Directed,1,2015
topology,topology,Directed,1,2015
emerge technology,topology,Directed,1,2015
temperature,emerge technology,Directed,1,2016
temperature,Emulation and Simulation/Simulator,Directed,1,2016
emerge technology,emerge technology,Directed,1,2016
emerge technology,Emulation and Simulation/Simulator,Directed,1,2016
mapping,emerge technology,Directed,1,2016
mapping,Emulation and Simulation/Simulator,Directed,1,2016
temperature,modeling,Directed,1,2016
emerge technology,modeling,Directed,1,2016
mapping,modeling,Directed,1,2016
temperature,emerge technology,Directed,1,2016
emerge technology,emerge technology,Directed,1,2016
mapping,emerge technology,Directed,1,2016
temperature,emerge technology,Directed,1,2016
temperature,topology,Directed,1,2016
emerge technology,emerge technology,Directed,1,2016
emerge technology,topology,Directed,1,2016
mapping,emerge technology,Directed,1,2016
mapping,topology,Directed,1,2016
temperature,topology,Directed,1,2016
temperature,power consumption,Directed,1,2016
temperature,emerge technology,Directed,1,2016
emerge technology,topology,Directed,1,2016
emerge technology,power consumption,Directed,1,2016
emerge technology,emerge technology,Directed,1,2016
mapping,topology,Directed,1,2016
mapping,power consumption,Directed,1,2016
mapping,emerge technology,Directed,1,2016
temperature,emerge technology,Directed,1,2016
emerge technology,emerge technology,Directed,1,2016
mapping,emerge technology,Directed,1,2016
temperature,Reliability,Directed,1,2016
temperature,mapping,Directed,1,2016
emerge technology,Reliability,Directed,1,2016
emerge technology,mapping,Directed,1,2016
mapping,Reliability,Directed,1,2016
mapping,mapping,Directed,1,2016
temperature,temperature,Directed,1,2016
temperature,emerge technology,Directed,1,2016
emerge technology,temperature,Directed,1,2016
emerge technology,emerge technology,Directed,1,2016
mapping,temperature,Directed,1,2016
mapping,emerge technology,Directed,1,2016
temperature,topology,Directed,1,2016
emerge technology,topology,Directed,1,2016
mapping,topology,Directed,1,2016
temperature,topology,Directed,1,2016
temperature,Routing,Directed,1,2016
temperature,deadlock,Directed,1,2016
emerge technology,topology,Directed,1,2016
emerge technology,Routing,Directed,1,2016
emerge technology,deadlock,Directed,1,2016
mapping,topology,Directed,1,2016
mapping,Routing,Directed,1,2016
mapping,deadlock,Directed,1,2016
Routing,Reliability,Directed,1,2015
Routing,Routing,Directed,1,2015
reconfiguration,Reliability,Directed,1,2015
reconfiguration,Routing,Directed,1,2015
Routing,reconfiguration,Directed,1,2015
Routing,Routing,Directed,1,2015
reconfiguration,reconfiguration,Directed,1,2015
reconfiguration,Routing,Directed,1,2015
Routing,Routing,Directed,1,2015
Routing,Reliability,Directed,1,2015
reconfiguration,Routing,Directed,1,2015
reconfiguration,Reliability,Directed,1,2015
Routing,reconfiguration,Directed,1,2015
Routing,Routing,Directed,1,2015
reconfiguration,reconfiguration,Directed,1,2015
reconfiguration,Routing,Directed,1,2015
Routing,Reliability,Directed,1,2015
Routing,reconfiguration,Directed,1,2015
Routing,Routing,Directed,1,2015
reconfiguration,Reliability,Directed,1,2015
reconfiguration,reconfiguration,Directed,1,2015
reconfiguration,Routing,Directed,1,2015
Routing,Reliability,Directed,2,2015
reconfiguration,Reliability,Directed,2,2015
Routing,Reliability,Directed,1,2015
reconfiguration,Reliability,Directed,1,2015
Routing,mapping,Directed,1,2015
reconfiguration,mapping,Directed,1,2015
Routing,Reliability,Directed,1,2015
reconfiguration,Reliability,Directed,1,2015
temperature,emerge technology,Directed,1,2015
emerge technology,emerge technology,Directed,1,2015
temperature,emerge technology,Directed,1,2015
temperature,topology,Directed,1,2015
emerge technology,emerge technology,Directed,1,2015
emerge technology,topology,Directed,1,2015
temperature,Reliability,Directed,1,2015
temperature,mapping,Directed,1,2015
emerge technology,Reliability,Directed,1,2015
emerge technology,mapping,Directed,1,2015
emerge technology,Routing,Directed,1,2020
emerge technology,NoC for SiP,Directed,1,2020
emerge technology,deadlock,Directed,1,2020
NoC for SiP,Routing,Directed,1,2020
NoC for SiP,NoC for SiP,Directed,1,2020
NoC for SiP,deadlock,Directed,1,2020
topology,Routing,Directed,1,2020
topology,NoC for SiP,Directed,1,2020
topology,deadlock,Directed,1,2020
emerge technology,NoC for SiP,Directed,1,2020
NoC for SiP,NoC for SiP,Directed,1,2020
topology,NoC for SiP,Directed,1,2020
emerge technology,emerge technology,Directed,1,2020
NoC for SiP,emerge technology,Directed,1,2020
topology,emerge technology,Directed,1,2020
emerge technology,NoC for SiP,Directed,1,2020
emerge technology,emerge technology,Directed,1,2020
NoC for SiP,NoC for SiP,Directed,1,2020
NoC for SiP,emerge technology,Directed,1,2020
topology,NoC for SiP,Directed,1,2020
topology,emerge technology,Directed,1,2020
emerge technology,emerge technology,Directed,1,2020
emerge technology,topology,Directed,1,2020
emerge technology,Routing,Directed,1,2020
emerge technology,deadlock,Directed,1,2020
emerge technology,Emulation and Simulation/Simulator,Directed,1,2020
NoC for SiP,emerge technology,Directed,1,2020
NoC for SiP,topology,Directed,1,2020
NoC for SiP,Routing,Directed,1,2020
NoC for SiP,deadlock,Directed,1,2020
NoC for SiP,Emulation and Simulation/Simulator,Directed,1,2020
topology,emerge technology,Directed,1,2020
topology,topology,Directed,1,2020
topology,Routing,Directed,1,2020
topology,deadlock,Directed,1,2020
topology,Emulation and Simulation/Simulator,Directed,1,2020
emerge technology,emerge technology,Directed,1,2020
NoC for SiP,emerge technology,Directed,1,2020
topology,emerge technology,Directed,1,2020
emerge technology,emerge technology,Directed,1,2020
NoC for SiP,emerge technology,Directed,1,2020
topology,emerge technology,Directed,1,2020
emerge technology,topology,Directed,1,2020
NoC for SiP,topology,Directed,1,2020
topology,topology,Directed,1,2020
emerge technology,router design,Directed,1,2020
emerge technology,emerge technology,Directed,1,2020
NoC for SiP,router design,Directed,1,2020
NoC for SiP,emerge technology,Directed,1,2020
topology,router design,Directed,1,2020
topology,emerge technology,Directed,1,2020
emerge technology,emerge technology,Directed,1,2020
emerge technology,topology,Directed,1,2020
NoC for SiP,emerge technology,Directed,1,2020
NoC for SiP,topology,Directed,1,2020
topology,emerge technology,Directed,1,2020
topology,topology,Directed,1,2020
emerge technology,flow control,Directed,1,2020
emerge technology,topology,Directed,1,2020
NoC for SiP,flow control,Directed,1,2020
NoC for SiP,topology,Directed,1,2020
topology,flow control,Directed,1,2020
topology,topology,Directed,1,2020
emerge technology,flow control,Directed,1,2020
emerge technology,topology,Directed,1,2020
NoC for SiP,flow control,Directed,1,2020
NoC for SiP,topology,Directed,1,2020
topology,flow control,Directed,1,2020
topology,topology,Directed,1,2020
flow control,NoC for manycore,Directed,1,2017
flow control,NoC for different applications,Directed,1,2017
NoC for memory,Emulation and Simulation/Simulator,Directed,1,2016
NoC for memory,router design,Directed,1,2016
NoC for memory,NoC for memory,Directed,1,2016
NoC for memory,flow control,Directed,1,2016
power/thermal management,Emulation and Simulation/Simulator,Directed,1,2016
power/thermal management,router design,Directed,1,2016
power/thermal management,NoC for memory,Directed,1,2016
power/thermal management,flow control,Directed,1,2016
NoC for memory,Emulation and Simulation/Simulator,Directed,1,2016
power/thermal management,Emulation and Simulation/Simulator,Directed,1,2016
NoC for memory,flow control,Directed,1,2016
power/thermal management,flow control,Directed,1,2016
NoC for memory,mapping,Directed,1,2016
power/thermal management,mapping,Directed,1,2016
NoC for memory,power/thermal management,Directed,1,2016
power/thermal management,power/thermal management,Directed,1,2016
NoC for memory,modeling,Directed,1,2016
NoC for memory,router design,Directed,1,2016
power/thermal management,modeling,Directed,1,2016
power/thermal management,router design,Directed,1,2016
NoC for memory,modeling,Directed,1,2016
NoC for memory,router design,Directed,1,2016
emerge technology,modeling,Directed,1,2016
emerge technology,router design,Directed,1,2016
NoC for memory,emerge technology,Directed,1,2016
NoC for memory,Reliability,Directed,1,2016
NoC for memory,testing and diagnosis,Directed,1,2016
emerge technology,emerge technology,Directed,1,2016
emerge technology,Reliability,Directed,1,2016
emerge technology,testing and diagnosis,Directed,1,2016
flow control,topology,Directed,1,2015
flow control,emerge technology,Directed,1,2015
flow control,mapping,Directed,1,2015
topology,topology,Directed,1,2015
topology,emerge technology,Directed,1,2015
topology,mapping,Directed,1,2015
flow control,topology,Directed,1,2015
flow control,emerge technology,Directed,1,2015
flow control,mapping,Directed,1,2015
flow control,topology,Directed,1,2015
flow control,NoC for different applications,Directed,1,2015
topology,topology,Directed,1,2015
topology,NoC for different applications,Directed,1,2015
flow control,topology,Directed,1,2015
flow control,NoC for different applications,Directed,1,2015
flow control,router design,Directed,1,2015
flow control,topology,Directed,1,2015
topology,router design,Directed,1,2015
topology,topology,Directed,1,2015
flow control,router design,Directed,1,2015
flow control,topology,Directed,1,2015
NoC for realtime (critical) systems,NoC for memory,Directed,1,2015
flow control,NoC for memory,Directed,1,2015
NoC for realtime (critical) systems,modeling,Directed,1,2015
NoC for realtime (critical) systems,router design,Directed,1,2015
flow control,modeling,Directed,1,2015
flow control,router design,Directed,1,2015
NoC for realtime (critical) systems,Routing,Directed,1,2015
NoC for realtime (critical) systems,router design,Directed,1,2015
NoC for realtime (critical) systems,flow control,Directed,1,2015
flow control,Routing,Directed,1,2015
flow control,router design,Directed,1,2015
flow control,flow control,Directed,1,2015
security,3D NoC,Directed,1,2020
Routing,3D NoC,Directed,1,2020
security,side-channel attack,Directed,1,2020
security,security,Directed,1,2020
Routing,side-channel attack,Directed,1,2020
Routing,security,Directed,1,2020
security,Emulation and Simulation/Simulator,Directed,1,2020
security,router design,Directed,1,2020
security,NoC for memory,Directed,1,2020
security,flow control,Directed,1,2020
Routing,Emulation and Simulation/Simulator,Directed,1,2020
Routing,router design,Directed,1,2020
Routing,NoC for memory,Directed,1,2020
Routing,flow control,Directed,1,2020
security,NoC for memory,Directed,1,2020
Routing,NoC for memory,Directed,1,2020
Routing,Routing,Directed,1,2019
Routing,Reliability,Directed,1,2019
Routing,topology,Directed,1,2019
Reliability,Routing,Directed,1,2019
Reliability,Reliability,Directed,1,2019
Reliability,topology,Directed,1,2019
reconfiguration,Routing,Directed,1,2019
reconfiguration,Reliability,Directed,1,2019
reconfiguration,topology,Directed,1,2019
reconfiguration,NoC for different applications ,Directed,1,2020
reconfiguration,reconfiguration,Directed,1,2020
NoC for different applications,NoC for different applications ,Directed,1,2020
NoC for different applications,reconfiguration,Directed,1,2020
topology,flow control,Directed,1,2016
topology,router design,Directed,1,2016
flow control,flow control,Directed,1,2016
flow control,router design,Directed,1,2016
topology,security,Directed,1,2016
flow control,security,Directed,1,2016
topology,flow control,Directed,1,2016
flow control,flow control,Directed,1,2016
topology,modeling,Directed,1,2016
topology,router design,Directed,1,2016
flow control,modeling,Directed,1,2016
flow control,router design,Directed,1,2016
topology,flow control,Directed,1,2016
topology,NoC for real-time systems,Directed,1,2016
flow control,flow control,Directed,1,2016
flow control,NoC for real-time systems,Directed,1,2016
topology,NoC for different applications,Directed,1,2016
flow control,NoC for different applications,Directed,1,2016
emerge technology,Design space Exploration,Directed,1,2015
emerge technology,emerge technology,Directed,1,2015
emerge technology,emerge technology,Directed,1,2015
emerge technology,mapping,Directed,1,2015
emerge technology,emerge technology,Directed,1,2015
emerge technology,flow control,Directed,1,2015
emerge technology,emerge technology,Directed,1,2015
emerge technology,topology,Directed,1,2015
emerge technology,emerge technology,Directed,1,2015
emerge technology,topology,Directed,1,2015
emerge technology,Link,Directed,1,2015
modeling,QoS,Directed,1,2015
modeling,topology,Directed,1,2015
modeling,Routing,Directed,1,2015
modeling,flow control,Directed,1,2015
router design,QoS,Directed,1,2015
router design,topology,Directed,1,2015
router design,Routing,Directed,1,2015
router design,flow control,Directed,1,2015
modeling,QoS,Directed,1,2015
modeling,flow control,Directed,1,2015
modeling,router design,Directed,1,2015
router design,QoS,Directed,1,2015
router design,flow control,Directed,1,2015
router design,router design,Directed,1,2015
modeling,NoC for different applications,Directed,1,2015
router design,NoC for different applications,Directed,1,2015
modeling,modeling,Directed,1,2015
router design,modeling,Directed,1,2015
modeling,Emulation and Simulation/Simulator,Directed,1,2015
router design,Emulation and Simulation/Simulator,Directed,1,2015
router design,NoC for manycore,Directed,1,2014
flow control,NoC for manycore,Directed,1,2014
NoC for different applications,emerge technology,Directed,1,2015
NoC for different applications,topology,Directed,1,2015
NoC for different applications,emerge technology,Directed,1,2015
NoC for different applications,mapping,Directed,1,2015
NoC for different applications,emerge technology,Directed,1,2015
NoC for different applications,modeling,Directed,1,2015
NoC for different applications,emerge technology,Directed,1,2015
NoC for different applications,emerge technology,Directed,1,2015
testing and diagnosis,NoC for real-time (critical) systems,Directed,1,2017
topology,NoC for real-time (critical) systems,Directed,1,2017
Link,NoC for real-time (critical) systems,Directed,1,2017
Reliability,NoC for real-time (critical) systems,Directed,1,2017
emerge technology,topology,Directed,1,2014
emerge technology,NoC for manycore,Directed,1,2014
emerge technology,mapping,Directed,1,2014
emerge technology,emerge technology,Directed,1,2014
emerge technology,flow control,Directed,1,2014
emerge technology,emerge technology,Directed,1,2014
emerge technology,emerge technology,Directed,1,2014
emerge technology,topology,Directed,1,2014
emerge technology,emerge technology,Directed,1,2014
emerge technology,emerge technology,Directed,1,2014
emerge technology,emerge technology,Directed,1,2014
power consumption,Design space Exploration,Directed,1,2016
emerge technology,Design space Exploration,Directed,1,2016
power consumption,emerge technology,Directed,1,2016
emerge technology,emerge technology,Directed,1,2016
power consumption,emerge technology,Directed,1,2016
power consumption,topology,Directed,1,2016
emerge technology,emerge technology,Directed,1,2016
emerge technology,topology,Directed,1,2016
power consumption,mapping,Directed,1,2016
emerge technology,mapping,Directed,1,2016
power consumption,emerge technology,Directed,1,2016
emerge technology,emerge technology,Directed,1,2016
power consumption,emerge technology,Directed,1,2016
emerge technology,emerge technology,Directed,1,2016
NoC for manycore,flow control,Directed,1,2014
area,chip implementation,Directed,1,2014
performance,chip implementation,Directed,1,2014
router design,chip implementation,Directed,1,2014
flow control,chip implementation,Directed,1,2014
NoC for memory,chip implementation,Directed,1,2014
area,flow control,Directed,1,2014
performance,flow control,Directed,1,2014
router design,flow control,Directed,1,2014
flow control,flow control,Directed,1,2014
NoC for memory,flow control,Directed,1,2014
area,flow control,Directed,1,2014
performance,flow control,Directed,1,2014
router design,flow control,Directed,1,2014
flow control,flow control,Directed,1,2014
NoC for memory,flow control,Directed,1,2014
area,flow control,Directed,1,2014
area,NoC for real-time systems,Directed,1,2014
performance,flow control,Directed,1,2014
performance,NoC for real-time systems,Directed,1,2014
router design,flow control,Directed,1,2014
router design,NoC for real-time systems,Directed,1,2014
flow control,flow control,Directed,1,2014
flow control,NoC for real-time systems,Directed,1,2014
NoC for memory,flow control,Directed,1,2014
NoC for memory,NoC for real-time systems,Directed,1,2014
area,NoC for realtime (critical) systems,Directed,1,2014
area,deadlock,Directed,1,2014
area,NoC for different applications,Directed,1,2014
performance,NoC for realtime (critical) systems,Directed,1,2014
performance,deadlock,Directed,1,2014
performance,NoC for different applications,Directed,1,2014
router design,NoC for realtime (critical) systems,Directed,1,2014
router design,deadlock,Directed,1,2014
router design,NoC for different applications,Directed,1,2014
flow control,NoC for realtime (critical) systems,Directed,1,2014
flow control,deadlock,Directed,1,2014
flow control,NoC for different applications,Directed,1,2014
NoC for memory,NoC for realtime (critical) systems,Directed,1,2014
NoC for memory,deadlock,Directed,1,2014
NoC for memory,NoC for different applications,Directed,1,2014
area,flow control,Directed,1,2014
area,NI design,Directed,1,2014
performance,flow control,Directed,1,2014
performance,NI design,Directed,1,2014
router design,flow control,Directed,1,2014
router design,NI design,Directed,1,2014
flow control,flow control,Directed,1,2014
flow control,NI design,Directed,1,2014
NoC for memory,flow control,Directed,1,2014
NoC for memory,NI design,Directed,1,2014
area,NoC for memory,Directed,1,2014
area,flow control,Directed,1,2014
performance,NoC for memory,Directed,1,2014
performance,flow control,Directed,1,2014
router design,NoC for memory,Directed,1,2014
router design,flow control,Directed,1,2014
flow control,NoC for memory,Directed,1,2014
flow control,flow control,Directed,1,2014
NoC for memory,NoC for memory,Directed,1,2014
NoC for memory,flow control,Directed,1,2014
area,emerge technology,Directed,1,2014
area,NI design,Directed,1,2014
performance,emerge technology,Directed,1,2014
performance,NI design,Directed,1,2014
router design,emerge technology,Directed,1,2014
router design,NI design,Directed,1,2014
flow control,emerge technology,Directed,1,2014
flow control,NI design,Directed,1,2014
NoC for memory,emerge technology,Directed,1,2014
NoC for memory,NI design,Directed,1,2014
reconfiguration,reconfiguration,Directed,1,2014
reconfiguration,Routing,Directed,1,2014
Routing,reconfiguration,Directed,1,2014
Routing,Routing,Directed,1,2014
reconfiguration,Reliability,Directed,1,2014
reconfiguration,reconfiguration,Directed,1,2014
reconfiguration,Routing,Directed,1,2014
Routing,Reliability,Directed,1,2014
Routing,reconfiguration,Directed,1,2014
Routing,Routing,Directed,1,2014
reconfiguration,Routing,Directed,1,2014
reconfiguration,reconfiguration,Directed,1,2014
reconfiguration,deadlock,Directed,1,2014
Routing,Routing,Directed,1,2014
Routing,reconfiguration,Directed,1,2014
Routing,deadlock,Directed,1,2014
reconfiguration,Reliability,Directed,1,2014
Routing,Reliability,Directed,1,2014
reconfiguration,Reliability,Directed,1,2014
Routing,Reliability,Directed,1,2014
reconfiguration,Routing,Directed,1,2014
reconfiguration,Reliability,Directed,1,2014
Routing,Routing,Directed,1,2014
Routing,Reliability,Directed,1,2014
reconfiguration,Reliability,Directed,1,2014
Routing,Reliability,Directed,1,2014
Routing,topology,Directed,1,2014
Routing,Routing,Directed,1,2014
Routing,emerge technology,Directed,1,2014
flow control,topology,Directed,1,2014
flow control,Routing,Directed,1,2014
flow control,emerge technology,Directed,1,2014
NoC for memory,topology,Directed,1,2014
NoC for memory,Routing,Directed,1,2014
NoC for memory,emerge technology,Directed,1,2014
NoC for memory,modeling,Directed,1,2014
NoC for memory,mapping,Directed,1,2014
mapping,emerge technology,Directed,1,2014
mapping,NoC for memory,Directed,1,2014
topology,emerge technology,Directed,1,2014
topology,NoC for memory,Directed,1,2014
power consumption,emerge technology,Directed,1,2014
power consumption,NoC for memory,Directed,1,2014
emerge technology,emerge technology,Directed,1,2014
emerge technology,NoC for memory,Directed,1,2014
mapping,deadlock,Directed,1,2014
mapping,flow control,Directed,1,2014
topology,deadlock,Directed,1,2014
topology,flow control,Directed,1,2014
power consumption,deadlock,Directed,1,2014
power consumption,flow control,Directed,1,2014
emerge technology,deadlock,Directed,1,2014
emerge technology,flow control,Directed,1,2014
mapping,Reliability,Directed,1,2014
topology,Reliability,Directed,1,2014
power consumption,Reliability,Directed,1,2014
emerge technology,Reliability,Directed,1,2014
mapping,emerge technology,Directed,1,2014
mapping,topology,Directed,1,2014
topology,emerge technology,Directed,1,2014
topology,topology,Directed,1,2014
power consumption,emerge technology,Directed,1,2014
power consumption,topology,Directed,1,2014
emerge technology,emerge technology,Directed,1,2014
emerge technology,topology,Directed,1,2014
mapping,emerge technology,Directed,1,2014
mapping,NoC for memory,Directed,1,2014
topology,emerge technology,Directed,1,2014
topology,NoC for memory,Directed,1,2014
power consumption,emerge technology,Directed,1,2014
power consumption,NoC for memory,Directed,1,2014
emerge technology,emerge technology,Directed,1,2014
emerge technology,NoC for memory,Directed,1,2014
modeling,Reliability,Directed,1,2013
Reliability,Reliability,Directed,1,2013
NoC for memory,Reliability,Directed,1,2013
modeling,mapping,Directed,1,2013
Reliability,mapping,Directed,1,2013
NoC for memory,mapping,Directed,1,2013
modeling,modeling,Directed,1,2013
modeling,mapping,Directed,1,2013
Reliability,modeling,Directed,1,2013
Reliability,mapping,Directed,1,2013
NoC for memory,modeling,Directed,1,2013
NoC for memory,mapping,Directed,1,2013
Reliability,flow control,Directed,1,2013
mapping,flow control,Directed,1,2013
Routing,flow control,Directed,1,2013
Reliability,mapping,Directed,1,2013
mapping,mapping,Directed,1,2013
Routing,mapping,Directed,1,2013
Reliability,emerge technology,Directed,1,2013
mapping,emerge technology,Directed,1,2013
Routing,emerge technology,Directed,1,2013
Reliability,topology,Directed,1,2013
Reliability,NoC for manycore,Directed,1,2013
mapping,topology,Directed,1,2013
mapping,NoC for manycore,Directed,1,2013
Routing,topology,Directed,1,2013
Routing,NoC for manycore,Directed,1,2013
NoC for memory,topology,Directed,1,2015
NoC for memory,NoC for manycore,Directed,1,2015
emerge technology,topology,Directed,1,2015
emerge technology,NoC for manycore,Directed,1,2015
NoC for memory,emerge technology,Directed,1,2015
emerge technology,emerge technology,Directed,1,2015
flow control,topology,Directed,1,2015
flow control,NoC for memory,Directed,1,2015
NoC for memory,topology,Directed,1,2015
NoC for memory,NoC for memory,Directed,1,2015
flow control,QoS,Directed,1,2015
flow control,topology,Directed,1,2015
flow control,Routing,Directed,1,2015
flow control,flow control,Directed,1,2015
NoC for memory,QoS,Directed,1,2015
NoC for memory,topology,Directed,1,2015
NoC for memory,Routing,Directed,1,2015
NoC for memory,flow control,Directed,1,2015
flow control,Emulation and Simulation/Simulator,Directed,1,2015
NoC for memory,Emulation and Simulation/Simulator,Directed,1,2015
flow control,reconfiguration,Directed,1,2015
flow control,topology,Directed,1,2015
NoC for memory,reconfiguration,Directed,1,2015
NoC for memory,topology,Directed,1,2015
topology,emerge technology,Directed,1,2014
emerge technology,emerge technology,Directed,1,2014
topology,flow control,Directed,1,2014
topology,topology,Directed,1,2014
emerge technology,flow control,Directed,1,2014
emerge technology,topology,Directed,1,2014
emerge technology,Routing,Directed,1,2014
emerge technology,router design,Directed,1,2014
mapping,mapping,Directed,1,2014
mapping,compiler,Directed,1,2014
topology,mapping,Directed,1,2014
topology,compiler,Directed,1,2014
mapping,topology,Directed,1,2014
topology,topology,Directed,1,2014
mapping,mapping,Directed,1,2014
mapping,Routing Routing,Directed,1,2014
mapping,deadlock,Directed,1,2014
topology,mapping,Directed,1,2014
topology,Routing Routing,Directed,1,2014
topology,deadlock,Directed,1,2014
mapping,topology,Directed,1,2014
mapping,router design,Directed,1,2014
topology,topology,Directed,1,2014
topology,router design,Directed,1,2014
mapping,mapping,Directed,1,2014
mapping,emerge technology,Directed,1,2014
topology,mapping,Directed,1,2014
topology,emerge technology,Directed,1,2014
mapping,mapping,Directed,1,2014
topology,mapping,Directed,1,2014
mapping,emerge technology,Directed,1,2014
mapping,Emulation and Simulation/Simulator,Directed,1,2014
topology,emerge technology,Directed,1,2014
topology,Emulation and Simulation/Simulator,Directed,1,2014
NoC for SiP,emerge technology,Directed,1,2019
NoC for SiP,topology,Directed,1,2019
NoC for SiP,Routing,Directed,1,2019
NoC for SiP,deadlock,Directed,1,2019
NoC for SiP,Emulation and Simulation/Simulator,Directed,1,2019
emerge technology,emerge technology,Directed,1,2019
emerge technology,topology,Directed,1,2019
emerge technology,Routing,Directed,1,2019
emerge technology,deadlock,Directed,1,2019
emerge technology,Emulation and Simulation/Simulator,Directed,1,2019
NoC for SiP,topology,Directed,1,2019
emerge technology,topology,Directed,1,2019
flow control,GALS,Directed,1,2013
flow control,flow control,Directed,1,2013
flow control,power consumption,Directed,1,2013
router design,GALS,Directed,1,2013
router design,flow control,Directed,1,2013
router design,power consumption,Directed,1,2013
flow control,reconfiguration,Directed,1,2013
flow control,NoC for different applications ,Directed,1,2013
flow control,flow control,Directed,1,2013
flow control,NoC for manycore,Directed,1,2013
router design,reconfiguration,Directed,1,2013
router design,NoC for different applications ,Directed,1,2013
router design,flow control,Directed,1,2013
router design,NoC for manycore,Directed,1,2013
flow control,flow control,Directed,1,2013
router design,flow control,Directed,1,2013
flow control,flow control,Directed,1,2013
flow control,Routing,Directed,1,2013
flow control,NoC for memory,Directed,1,2013
router design,flow control,Directed,1,2013
router design,Routing,Directed,1,2013
router design,NoC for memory,Directed,1,2013
flow control,router design,Directed,1,2013
router design,router design,Directed,1,2013
flow control,flow control,Directed,1,2013
flow control,router design,Directed,1,2013
flow control,QoS,Directed,1,2013
flow control,flow control,Directed,1,2013
router design,flow control,Directed,1,2013
router design,router design,Directed,1,2013
router design,QoS,Directed,1,2013
router design,flow control,Directed,1,2013
flow control,router design,Directed,1,2013
flow control,flow control,Directed,1,2013
router design,router design,Directed,1,2013
router design,flow control,Directed,1,2013
NoC for FPGA,mapping,Directed,1,2014
NoC for FPGA,NoC for memory,Directed,1,2014
NoC for FPGA,NoC for FPGA,Directed,1,2014
NoC for FPGA,topology,Directed,1,2014
NoC for FPGA,physical design,Directed,1,2014
Routing,flow control,Directed,1,2013
Reliability,flow control,Directed,1,2013
topology,flow control,Directed,1,2013
Routing,Reliability,Directed,1,2013
Reliability,Reliability,Directed,1,2013
topology,Reliability,Directed,1,2013
Routing,Reliability,Directed,1,2013
Routing,Routing,Directed,1,2013
Routing,topology,Directed,1,2013
Reliability,Reliability,Directed,1,2013
Reliability,Routing,Directed,1,2013
Reliability,topology,Directed,1,2013
topology,Reliability,Directed,1,2013
topology,Routing,Directed,1,2013
topology,topology,Directed,1,2013
Routing,performance,Directed,1,2013
Routing,Reliability,Directed,1,2013
Routing,Routing,Directed,1,2013
Routing,topology,Directed,1,2013
Reliability,performance,Directed,1,2013
Reliability,Reliability,Directed,1,2013
Reliability,Routing,Directed,1,2013
Reliability,topology,Directed,1,2013
topology,performance,Directed,1,2013
topology,Reliability,Directed,1,2013
topology,Routing,Directed,1,2013
topology,topology,Directed,1,2013
Link,NoC for manycore,Directed,1,2013
Link,NoC for manycore,Directed,1,2013
Link,topology,Directed,1,2013
Link,router design,Directed,1,2013
Link,flow control,Directed,1,2013
Link,Routing,Directed,1,2013
Link,flow control,Directed,1,2013
Link,Routing,Directed,1,2013
Link,power consumption,Directed,1,2013
Link,flow control,Directed,1,2013
Link,performance,Directed,1,2013
Link,emerge technology,Directed,1,2013
